street,x,project,y,rentalMedian.refPeriod,rentalMedian.psf75,rentalMedian.median,rentalMedian.psf25,rentalMedian.district
ALEXANDRA ROAD,26813.75393,ALESSANDREA,30331.84689,2019Q3,3.74,3.57,3.24,03
ALEXANDRA ROAD,26813.75393,ALESSANDREA,30331.84689,2020Q2,3.2,3.01,2.82,03
ALEXANDRA ROAD,26813.75393,ALESSANDREA,30331.84689,2021Q3,3.5,3.32,3.03,03
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2019Q4,7.55,7.02,6.16,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2020Q2,7.16,6.81,5.73,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2020Q3,6.78,6.29,5.72,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2019Q3,7.1,6.74,5.86,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2020Q1,7.04,6.51,5.79,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2020Q4,6.67,6.28,5.84,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2021Q2,6.85,6.28,5.91,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2021Q3,7.03,6.53,5.96,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2021Q4,7.1,6.54,5.99,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2022Q2,7.65,7.03,6.44,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2022Q1,7.53,6.58,6.0,02
ENGGOR STREET,29280.46419,SKYSUITES@ANSON,28562.85906,2021Q1,6.83,6.29,5.77,02
TAMAN NAKHODA,25048.81852,HOLLAND GEMS,32500.04633,2020Q1,2.69,2.66,2.62,10
TAMAN NAKHODA,25048.81852,HOLLAND GEMS,32500.04633,2020Q4,2.67,2.62,2.56,10
TAMAN NAKHODA,25048.81852,HOLLAND GEMS,32500.04633,2021Q2,2.91,2.76,2.68,10
TAMAN NAKHODA,25048.81852,HOLLAND GEMS,32500.04633,2021Q3,2.88,2.72,2.67,10
TAMAN NAKHODA,25048.81852,HOLLAND GEMS,32500.04633,2022Q1,2.87,2.76,2.74,10
TAMAN NAKHODA,25048.81852,HOLLAND GEMS,32500.04633,2021Q1,2.73,2.71,2.68,10
SCOTTS ROAD,28300.70508,REIGNWOOD HAMILTON SCOTTS,32629.81077,2019Q3,4.36,4.22,3.88,09
SCOTTS ROAD,28300.70508,REIGNWOOD HAMILTON SCOTTS,32629.81077,2021Q3,4.7,4.36,4.17,09
CHWEE CHIAN ROAD,23054.95508,BANYAN CONDOMINIUM,28982.82233,2019Q3,2.28,2.18,2.05,05
CHWEE CHIAN ROAD,23054.95508,BANYAN CONDOMINIUM,28982.82233,2020Q1,2.26,2.16,2.14,05
CHWEE CHIAN ROAD,23054.95508,BANYAN CONDOMINIUM,28982.82233,2020Q3,2.18,2.13,2.07,05
CHWEE CHIAN ROAD,23054.95508,BANYAN CONDOMINIUM,28982.82233,2022Q2,2.74,2.48,2.38,05
CHWEE CHIAN ROAD,23054.95508,BANYAN CONDOMINIUM,28982.82233,2021Q3,2.36,2.26,2.1,05
CHWEE CHIAN ROAD,23054.95508,BANYAN CONDOMINIUM,28982.82233,2021Q1,2.34,2.27,2.07,05
PASIR PANJANG HILL,22517.60795,HORIZON RESIDENCES,29367.35251,2020Q4,3.92,3.66,3.51,05
ELIAS GREEN,40066.24324,ELIAS GREEN,39319.55797,2020Q1,1.73,1.61,1.53,18
ELIAS GREEN,40066.24324,ELIAS GREEN,39319.55797,2019Q4,1.68,1.63,1.57,18
ELIAS GREEN,40066.24324,ELIAS GREEN,39319.55797,2021Q4,2.22,1.8,1.6,18
ELIAS GREEN,40066.24324,ELIAS GREEN,39319.55797,2021Q2,2.04,1.84,1.76,18
ELIAS GREEN,40066.24324,ELIAS GREEN,39319.55797,2021Q3,2.0,1.91,1.78,18
LORONG LEW LIAN,32953.2278,CHERRYHILL,36964.97229,2021Q1,2.07,1.93,1.9,19
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2020Q2,2.77,2.64,2.6,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2020Q3,2.63,2.53,2.41,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2019Q3,2.88,2.62,2.58,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2019Q4,2.81,2.71,2.51,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2020Q4,2.77,2.67,2.64,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2021Q4,2.92,2.8,2.74,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2021Q2,2.76,2.64,2.53,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2021Q3,2.86,2.79,2.6,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2021Q1,2.73,2.55,2.48,14
PAYA LEBAR ROAD,34124.51492,LE CRESCENDO,34751.46848,2022Q1,3.22,2.95,2.74,14
PECK HAY ROAD,28469.14079,CITYVISTA RESIDENCES,32376.7934,2019Q3,3.43,3.15,2.96,09
PECK HAY ROAD,28469.14079,CITYVISTA RESIDENCES,32376.7934,2021Q3,3.49,3.32,3.14,09
PECK HAY ROAD,28469.14079,CITYVISTA RESIDENCES,32376.7934,2021Q1,3.2,3.0,2.88,09
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2019Q3,3.49,3.12,2.96,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2020Q1,3.66,3.4,3.17,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2019Q4,3.56,3.45,3.17,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2020Q3,3.25,3.1,2.91,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2020Q2,3.49,3.14,3.02,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2020Q4,3.48,3.24,3.02,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2021Q4,3.57,3.44,3.15,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2022Q2,4.0,3.66,3.36,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2021Q2,3.64,3.25,3.1,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2021Q3,3.65,3.28,3.13,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2022Q1,3.85,3.67,3.31,03
JALAN MEMBINA,27389.70716,CENTRAL GREEN CONDOMINIUM,29664.44192,2021Q1,3.43,3.22,3.1,03
AMBER ROAD,35201.40713,AMBER SKYE,31323.73803,2021Q4,4.26,4.11,3.98,15
AMBER ROAD,35201.40713,AMBER SKYE,31323.73803,2021Q2,4.03,3.75,3.62,15
AMBER ROAD,35201.40713,AMBER SKYE,31323.73803,2021Q3,4.12,3.73,3.6,15
SING JOO WALK,30394.59376,JOOL SUITES,33049.66197,2020Q4,4.74,4.58,4.34,08
SING JOO WALK,30394.59376,JOOL SUITES,33049.66197,2021Q4,4.89,4.77,4.42,08
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2020Q2,4.5,4.22,3.8,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2020Q3,4.39,4.08,3.66,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2019Q3,4.56,4.27,3.89,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2020Q1,4.45,4.1,3.86,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2019Q4,4.77,4.19,3.79,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2020Q4,4.39,4.05,3.76,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2021Q4,4.59,4.32,4.02,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2022Q2,4.9,4.57,3.97,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2021Q2,4.48,4.17,3.75,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2021Q3,4.53,4.2,3.92,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2021Q1,4.48,4.15,3.88,05
ONE-NORTH GATEWAY,23163.3504,ONE-NORTH RESIDENCES,31625.29519,2022Q1,4.73,4.24,3.96,05
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2019Q3,2.45,2.09,1.96,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2020Q1,1.96,1.83,1.77,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2019Q4,2.14,1.99,1.77,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2021Q4,2.3,2.14,2.09,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2021Q2,2.26,2.09,1.86,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2021Q3,2.37,2.18,1.97,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2022Q1,2.66,2.18,2.02,15
FERNWOOD TERRACE,38213.26501,FERNWOOD TOWERS,32424.9045,2021Q1,1.99,1.88,1.81,15
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2019Q3,3.82,3.58,3.47,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2020Q1,3.82,3.69,3.43,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2019Q4,3.8,3.63,3.52,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2020Q3,3.72,3.52,3.41,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2020Q2,3.72,3.52,3.28,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2020Q4,3.65,3.52,3.35,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2021Q4,4.07,3.96,3.72,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2022Q2,4.26,4.03,3.71,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2021Q2,3.81,3.6,3.35,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2021Q3,3.86,3.72,3.57,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2022Q1,4.07,3.96,3.72,14
DAKOTA CRESCENT,33989.9593,DAKOTA RESIDENCES,32082.5342,2021Q1,3.74,3.5,3.33,14
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2019Q4,3.32,3.24,3.12,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2020Q2,3.44,3.22,3.09,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2019Q3,3.37,3.24,3.15,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2020Q1,3.36,3.24,3.18,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2020Q3,3.28,3.2,3.13,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2021Q2,3.51,3.24,3.07,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2021Q3,3.44,3.24,3.11,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2021Q4,3.62,3.38,3.21,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2022Q2,4.13,3.67,3.55,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2021Q1,3.42,3.24,3.11,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2020Q4,3.3,3.28,3.12,15
MEYER ROAD,34093.89845,THE SEAFRONT ON MEYER,31086.03276,2022Q1,3.6,3.3,3.19,15
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2019Q3,3.72,3.42,3.27,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2020Q1,3.38,2.96,2.73,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2019Q4,3.47,3.13,2.99,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2020Q3,2.92,2.77,2.54,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2020Q2,3.23,3.08,2.85,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2021Q4,3.51,3.35,3.07,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2022Q2,3.95,3.73,3.58,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2021Q3,3.39,3.26,3.08,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2022Q1,3.73,3.59,3.42,10
FARRER ROAD,25140.84569,GALLOP GABLES,33000.13348,2021Q1,3.52,3.28,2.85,10
BALMORAL ROAD,27962.14447,VOLARI,33010.18263,2019Q3,3.93,3.86,3.83,10
BALMORAL ROAD,27962.14447,VOLARI,33010.18263,2021Q3,4.19,3.91,3.72,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2020Q2,4.55,4.37,4.17,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2019Q3,4.94,4.76,4.46,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2020Q1,4.55,4.36,3.93,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2019Q4,4.58,4.1,3.83,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2020Q4,4.65,4.27,4.15,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2021Q4,4.83,4.53,4.17,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2022Q2,5.6,5.02,4.54,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2021Q2,4.74,4.24,4.15,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2021Q1,4.74,4.36,4.15,10
ZION CLOSE,27684.94834,MILL POINT,30586.01215,2022Q1,4.95,4.37,4.24,10
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2019Q4,2.94,2.73,2.59,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2020Q2,2.82,2.69,2.58,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2019Q3,2.81,2.67,2.54,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2020Q3,2.76,2.64,2.43,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2020Q1,2.75,2.64,2.46,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2020Q4,2.82,2.65,2.55,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2021Q2,2.86,2.69,2.57,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2021Q3,2.91,2.73,2.57,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2021Q4,3.17,2.89,2.74,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2022Q2,3.1,2.92,2.73,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2021Q1,2.75,2.64,2.52,03
ALEXANDRA ROAD,24765.60228,THE ANCHORAGE,30148.01958,2022Q1,3.03,2.88,2.63,03
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2019Q4,2.43,2.35,2.33,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2020Q2,2.57,2.4,2.25,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2020Q3,2.53,2.38,2.17,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2019Q3,2.54,2.41,2.25,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2020Q1,2.63,2.57,2.28,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2021Q2,2.67,2.54,2.34,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2021Q3,2.85,2.72,2.37,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2021Q4,2.88,2.65,2.43,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2022Q2,3.36,3.02,2.6,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2021Q1,2.75,2.42,2.29,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2020Q4,2.47,2.34,2.32,19
COMPASSVALE BOW,34680.75073,THE QUARTZ,40270.19081,2022Q1,2.96,2.72,2.6,19
PASIR PANJANG ROAD,22423.0104,SEASUITES,29438.85277,2019Q3,3.82,3.5,3.36,05
PASIR PANJANG ROAD,22423.0104,SEASUITES,29438.85277,2020Q3,4.14,3.98,3.47,05
PASIR PANJANG ROAD,22423.0104,SEASUITES,29438.85277,2021Q3,4.06,3.69,3.48,05
PASIR PANJANG ROAD,22423.0104,SEASUITES,29438.85277,2022Q1,4.14,3.91,3.63,05
PASIR PANJANG ROAD,22423.0104,SEASUITES,29438.85277,2021Q1,4.02,3.9,3.38,05
WEST COAST VALE,19166.23179,WHISTLER GRAND,33595.63803,2022Q2,7.01,6.57,6.22,05
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2020Q2,2.26,2.17,2.08,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2019Q3,2.37,2.25,2.17,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2020Q1,2.32,2.2,2.04,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2020Q3,2.26,2.17,2.14,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2019Q4,2.35,2.25,2.14,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2020Q4,2.45,2.31,2.18,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2021Q3,2.45,2.31,2.26,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2021Q4,2.6,2.46,2.34,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2022Q2,2.82,2.5,2.35,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2021Q2,2.51,2.3,2.16,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2022Q1,2.88,2.45,2.26,19
HOUGANG STREET 92,32922.85056,REGENTVILLE,39560.37021,2021Q1,2.56,2.27,2.12,19
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2019Q4,5.3,5.17,4.08,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2020Q2,5.34,5.04,4.46,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2020Q3,5.25,5.15,4.92,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2019Q3,5.31,5.1,4.81,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2020Q1,5.16,4.91,4.29,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2022Q2,6.29,5.74,5.32,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2021Q2,5.4,5.11,4.58,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2021Q3,5.63,5.27,5.04,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2021Q4,5.81,5.45,5.04,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2021Q1,5.28,5.04,4.84,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2020Q4,5.22,5.04,4.62,05
SOUTH BUONA VISTA ROAD,22715.67162,VIVA VISTA,29148.86777,2022Q1,6.19,5.44,5.18,05
SING JOO WALK,30386.95788,8 FARRER SUITES,33022.1666,2020Q3,4.11,3.91,3.65,08
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2019Q4,1.81,1.68,1.62,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2020Q2,1.78,1.72,1.61,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2019Q3,1.9,1.76,1.67,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2020Q1,1.83,1.73,1.59,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2020Q3,1.86,1.78,1.6,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2020Q4,1.94,1.76,1.58,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2021Q3,2.03,1.91,1.68,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2021Q4,2.02,1.95,1.76,27
SEMBAWANG ROAD,27022.19531,SELETARIS,46427.11545,2021Q2,2.09,1.99,1.75,27
AMBER GARDENS,35249.10846,KING'S MANSION,31446.69662,2020Q1,2.08,1.99,1.86,15
AMBER GARDENS,35249.10846,KING'S MANSION,31446.69662,2021Q3,2.41,2.09,1.83,15
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2019Q4,4.42,4.06,3.79,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2020Q2,4.06,3.74,3.63,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2019Q3,4.26,4.02,3.62,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2020Q3,3.9,3.78,3.49,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2021Q3,4.16,4.04,3.65,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2021Q4,4.24,4.13,3.8,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2022Q2,4.75,4.5,4.21,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2020Q4,4.02,3.66,3.51,10
JALAN MERAH SAGA,23979.27194,THE MERASAGA,32647.44383,2022Q1,4.57,4.3,4.16,10
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2019Q4,2.99,2.79,2.42,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2020Q2,3.22,2.94,2.46,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2019Q3,2.81,2.47,2.24,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2020Q1,3.1,2.77,2.4,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2020Q3,3.25,2.75,2.52,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2020Q4,3.29,2.73,2.4,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2021Q3,3.31,2.92,2.65,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2021Q4,3.21,2.84,2.4,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2022Q2,4.1,3.44,2.56,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2021Q2,3.37,3.14,2.72,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2022Q1,3.31,2.95,2.51,28
SELETAR ROAD,32046.00368,SELETAR PARK RESIDENCE,40853.30852,2021Q1,3.06,2.75,2.57,28
JALAN ANAK BUKIT,22074.63708,SUITES DE LAUREL,35712.16442,2019Q3,3.64,3.51,3.05,21
JALAN ANAK BUKIT,22074.63708,SUITES DE LAUREL,35712.16442,2020Q3,3.55,3.29,3.0,21
JALAN ANAK BUKIT,22074.63708,SUITES DE LAUREL,35712.16442,2020Q4,4.22,3.83,3.63,21
JALAN ANAK BUKIT,22074.63708,SUITES DE LAUREL,35712.16442,2022Q1,4.44,4.26,3.78,21
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2019Q3,3.21,2.87,2.76,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2020Q1,3.32,3.07,2.84,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2019Q4,3.27,3.0,2.87,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2020Q3,3.14,3.0,2.76,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2020Q2,3.14,2.95,2.74,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2020Q4,3.31,3.02,2.72,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2021Q4,3.68,3.14,3.0,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2022Q2,4.5,4.36,3.85,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2021Q2,3.4,3.14,2.86,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2021Q3,3.75,3.51,2.87,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2022Q1,3.86,3.56,3.25,23
CHESTNUT AVENUE,21582.39805,ECO SANCTUARY,39198.77067,2021Q1,3.28,3.09,2.87,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2019Q3,1.95,1.84,1.77,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2020Q1,1.87,1.76,1.51,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2019Q4,2.04,1.86,1.64,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2020Q3,1.92,1.7,1.63,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2020Q2,1.82,1.69,1.63,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2020Q4,2.03,1.75,1.7,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2021Q4,2.2,2.04,1.85,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2022Q2,2.33,1.99,1.86,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2021Q2,1.95,1.84,1.69,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2021Q3,2.12,1.93,1.76,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2022Q1,2.35,2.04,1.91,23
CASHEW ROAD,20685.96043,CASHEW HEIGHTS CONDOMINIUM,39555.84659,2021Q1,1.97,1.81,1.72,23
